Province,Ward,MunicipalityCode,RegisteredVoters_prior,Turnout_prior,IsMetro,LogRegisteredVoters_prior,MunicipalityAvgTurnout_prior,SnapshotYear,TurnoutDelta_prior,RegistrationGrowth_prior
Free State,Ward 42004017,FS204,3687,0.3070246813127203,False,8.212568398234145,0.4590668083781587,2021,-0.2471410546711975,-0.17645744918472195
Free State,Ward 42004018,FS204,2932,0.4328103683492497,False,7.983440063006542,0.4527775240263322,2021,-0.21786768288128777,-0.2636865896534405
Free State,Ward 42004019,FS204,2764,0.45767004341534,False,7.92443418488756,0.45153454027302775,2021,0.029521557876738325,-0.3705306308358005
Free State,Ward 42004020,FS204,4080,0.5299019607843137,False,8.313852267398207,0.447922944404579,2021,-0.07196871835354723,-0.17039446929646196
Free State,Ward 42004021,FS204,2718,0.4426048565121412,False,7.907651594711089,0.45228779961818766,2021,-0.08867791175070394,-0.04998252359314925
Free State,Ward 42005001,FS205,2821,0.4548032612548741,False,7.944846711001996,0.4538425746399372,2021,-0.16915680530086635,-0.06123128119800336
Free State,Ward 42005002,FS205,2795,0.4050089445438282,False,7.9355873855892,0.460066864228818,2021,-0.14309297953313493,-0.2732709308372335
Free State,Ward 42005003,FS205,2930,0.4825938566552901,False,7.982757702011113,0.4503687502148852,2021,-0.12463035421356772,-0.046534331272372276
Free State,Ward 42005004,FS205,3376,0.4979265402843602,False,8.124446855715847,0.4484521647612515,2021,-0.05453399824860178,0.04487774682760759
Free State,Ward 42005005,FS205,3467,0.5589847130083646,False,8.151044945685024,0.44081989317075093,2021,-0.02807728160079981,-0.06549865229110508
Free State,Ward 42005006,FS205,3718,0.4090909090909091,False,8.220941168281389,0.45955661866043285,2021,-0.1399286987522282,0.215032679738562
Free State,Ward 42005007,FS205,4016,0.3762450199203187,False,8.298041661371565,0.46366235480675666,2021,0.08843089000092563,-0.04788999525841631
Free State,Ward 42005008,FS205,3525,0.4368794326241135,False,8.16763571524637,0.4560830532187823,2021,-0.11861581839352558,-0.04341926729986434
Free State,Ward 42005009,FS205,2862,0.4640111809923131,False,7.959275960116396,0.4526915846727574,2021,-0.06807788253093516,-0.06286836935166995
Free State,Ward 49400001,MAN,6950,0.4525179856115108,True,8.846496938558838,0.43021202629003263,2021,-0.1321588584461294,-0.008417748608931408
Free State,Ward 49400002,MAN,7707,0.3307382898663553,True,8.949884285777994,0.4327491032847233,2021,-0.2411102519962976,-0.0937206020696143
Free State,Ward 49400003,MAN,8158,0.4282912478548664,True,9.006754319877503,0.43071674999329607,2021,-0.14341937123976056,0.15047242984064302
Free State,Ward 49400004,MAN,8949,0.3845122360040228,True,9.099297073182859,0.4316288127401886,2021,-0.17109121227183927,0.28577586206896544
Free State,Ward 49400005,MAN,7618,0.4238645313730638,True,8.938269147038548,0.4308089732533336,2021,-0.17056517684974792,0.010344827586206806
Free State,Ward 49400006,MAN,7672,0.5254171011470281,True,8.945332616563274,0.428693294716376,2021,-0.041586922752496314,-0.06450432874039747
Free State,Ward 49400007,MAN,7110,0.3781997187060478,True,8.869257522797287,0.4317603235172298,2021,-0.12931749360250916,-0.000983560488970081
Free State,Ward 49400008,MAN,7029,0.3114241001564945,True,8.857799727175905,0.43315148223701216,2021,-0.19410580427816676,-0.24524857725759686
Free State,Ward 49400009,MAN,7536,0.3846868365180467,True,8.927446816256198,0.4316251752294798,2021,-0.15334027191568822,-0.054216867469879526
Free State,Ward 49400010,MAN,7911,0.384907091391733,True,8.976009475021396,0.43162058658627805,2021,-0.22392247739676802,-0.32315195071868585
Free State,Ward 49400011,MAN,9171,0.4033366045142296,True,9.123801610558944,0.431236638396226,2021,-0.08766463669387958,-0.05140670252378987
Free State,Ward 49400012,MAN,8979,0.3722018042098229,True,9.102643796520809,0.4318852800692345,2021,-0.19942529480581112,0.039837869137232085
Free State,Ward 49400013,MAN,6548,0.4008857666463042,True,8.786914938491025,0.43128769751847446,2021,-0.1870643718578509,-0.09307479224376736
Free State,Ward 49400014,MAN,6972,0.4109294320137693,True,8.849657406639912,0.43107845448998555,2021,-0.16269855290453816,-0.2697947214076246
Free State,Ward 49400015,MAN,7234,0.3762786839922588,True,8.886547412512042,0.4318003450737671,2021,-0.17284752959997424,-0.06355987055016177
Free State,Ward 49400016,MAN,9132,0.5514673674989049,True,9.119540007649686,0.4281505808340453,2021,-0.05386070354204231,0.12629501726689685
Free State,Ward 49400017,MAN,8619,0.3850794755772131,True,9.061724347647399,0.4316169952490805,2021,-0.13646378421255234,-0.004389511378075528
Free State,Ward 49400018,MAN,9632,0.4973006644518272,True,9.172846167548602,0.4292790538141927,2021,-0.08794360274657764,0.06702115874598435
Free State,Ward 49400019,MAN,9535,0.3091767173571054,True,9.16272451803452,0.43319830271199944,2021,-0.14759708248016062,-0.03020748576078114
Free State,Ward 49400020,MAN,9338,0.5739987149282502,True,9.141847375530883,0.42768117776260056,2021,-0.0210854997211819,-0.0855855855855856
Free State,Ward 49400021,MAN,8976,0.4471925133689839,True,9.102309627762478,0.43032297362841865,2021,-0.10227706879165688,-0.028361117124918844
Free State,Ward 49400022,MAN,8802,0.5994092251760963,True,9.082734247371036,0.4271517921324371,2021,-0.12206799917469124,-0.06321839080459768
Free State,Ward 49400023,MAN,8846,0.3444494686864119,True,9.087720658428273,0.43246345372597217,2021,-0.168958835811858,-0.04346885813148793
Free State,Ward 49400024,MAN,9079,0.6083269082498073,True,9.113719333371757,0.42696600706840143,2021,-0.09261884672355936,-0.013044896184367882
Free State,Ward 49400025,MAN,9365,0.6591564335290977,True,9.144734614878189,0.4259070586250829,2021,-0.0700414274334692,0.0016042780748664054
Free State,Ward 49400026,MAN,8148,0.5852970054000982,True,9.005527777346696,0.4274457967111038,2021,-0.08373887675053804,-0.06591768886850857
Free State,Ward 49400027,MAN,8305,0.3796508127633955,True,9.024613022047395,0.43173009239103505,2021,-0.18640979329721052,0.006666666666666599
Free State,Ward 49400028,MAN,7997,0.4351631861948231,True,8.98682175033189,0.4305735846112136,2021,-0.1330129770298597,-0.005100771336153276
Free State,Ward 49400029,MAN,8206,0.3909334633195223,True,9.012620873002131,0.4314950371711157,2021,-0.17351763678415244,-0.0547171984794379
Free State,Ward 49400030,MAN,7378,0.3849281648143128,True,8.906257878156621,0.43162014755664097,2021,-0.16507837198788355,-0.03542946790430124
Free State,Ward 49400031,MAN,6858,0.3804316127150773,True,8.833171133022866,0.431713825725375,2021,-0.18398378307286756,-0.0039215686274509665
Free State,Ward 49400032,MAN,6507,0.4473643768249577,True,8.780633799494984,0.4303193931397525,2021,-0.12719638983686893,-0.055176419340786986
Free State,Ward 49400033,MAN,6942,0.3863439930855661,True,8.845345196421732,0.4315906511343231,2021,-0.12706650945537123,-0.020045172219085305
Free State,Ward 49400034,MAN,7791,0.4297266076241817,True,8.960724500330858,0.43068684666476864,2021,-0.17700701806544905,0.10213608714103839
Free State,Ward 49400035,MAN,6635,0.441748304446119,True,8.800113946766308,0.430436394647645,2021,-0.13834500815108164,-0.14009849663037843
Free State,Ward 49400036,MAN,7036,0.4088971006253553,True,8.85879510585745,0.4311207947272442,2021,-0.1777464610915202,-0.06211676886163686
Free State,Ward 49400037,MAN,7982,0.4092959158105738,True,8.984944285608679,0.43111248607755215,2021,-0.1717746815517226,0.03206620118955272
Free State,Ward 49400038,MAN,6874,0.4007855688100087,True,8.835501457409778,0.43128978497339726,2021,-0.17930733099092033,-0.0877239548772395
Free State,Ward 49400039,MAN,9087,0.3773522614724331,True,9.114600099695346,0.43177797887626346,2021,-0.1595506359433852,-0.11051292090837905
Free State,Ward 49400040,MAN,8281,0.3814756671899529,True,9.0217190130337,0.43169207459048176,2021,-0.13150985338003102,-0.04837968283153293
Free State,Ward 49400041,MAN,7883,0.375491564125333,True,8.972463821059907,0.431816743404328,2021,-0.16964979961902427,-0.06355428842955568
Free State,Ward 49400042,MAN,7251,0.3676734243552613,True,8.888894669371593,0.43197962131620454,2021,-0.19560782564473866,0.13296875000000008
Free State,Ward 49400043,MAN,8425,0.4502077151335311,True,9.038958755220563,0.4302601569249906,2021,-0.1040671608512953,0.2292092208929093
Free State,Ward 49400044,MAN,9398,0.5551181102362205,True,9.14825217966276,0.4280745236936845,2021,-0.0922336759911524,-0.09989464610669474
Free State,Ward 49400045,MAN,7726,0.3653895935801191,True,8.952346543226227,0.43202720112402,2021,-0.17984939306658004,-0.03581679770373147
Free State,Ward 49400046,MAN,8471,0.3850785031283201,True,9.044403844431551,0.43161701550843246,2021,-0.18656711457180336,-0.19561295223625486
Free State,Ward 49400047,MAN,8611,0.4879804900708396,True,9.060795734696166,0.4294732241137966,2021,-0.09555923178094167,-0.17974852352829107
Free State,Ward 49400048,MAN,8898,0.5567543268150146,True,9.093581811365986,0.428040435848293,2021,-0.10908455269228645,-0.1161219827158041
Free State,Ward 49400049,MAN,7862,0.3758585601628084,True,8.969796305981806,0.4318090976535473,2021,-0.1668816036079126,-0.2148991412023168
Gauteng,Ward 79700001,EKU,13516,0.6763095590411364,True,9.511629447834181,0.42446315609759794,2021,-0.036533665050980435,-0.20188957779746086
Gauteng,Ward 79700002,EKU,12616,0.3265694356372859,True,9.442721128642875,0.4279605573316364,2021,-0.1330662578916672,-0.10581898079240204
Gauteng,Ward 79700003,EKU,16364,0.2987044732339281,True,9.702839079049289,0.42823920695567,2021,-0.10214366893085375,0.1015078082929457
Gauteng,Ward 79700004,EKU,14647,0.3631460367310712,True,9.591990815318308,0.42759479132069855,2021,-0.14683291063734988,0.23343157894736843
Gauteng,Ward 79700005,EKU,15419,0.3530060315195538,True,9.643355794171352,0.4276961913728137,2021,-0.13059986552386843,0.24216547168291314
Gauteng,Ward 79700006,EKU,12520,0.351038338658147,True,9.43508264465409,0.4277158683014278,2021,-0.1399995938137163,0.043768236765318935
Gauteng,Ward 79700007,EKU,13731,0.3570752312286068,True,9.527411329321751,0.4276554993757232,2021,-0.1572730177986305,0.11308365758754868
Gauteng,Ward 79700008,EKU,14999,0.3566237749183278,True,9.61573881119536,0.427660013938826,2021,-0.1482697576831799,-0.008133844729533157
Gauteng,Ward 79700009,EKU,12748,0.3380922497646689,True,9.453129675537227,0.4278453291903626,2021,-0.1033116764697154,0.08336874309509645
Gauteng,Ward 79700010,EKU,11577,0.3759177679882525,True,9.356775650205728,0.4274670740081267,2021,-0.1306802899418662,-0.03917337538384924
Gauteng,Ward 79700011,EKU,13856,0.3445438799076212,True,9.536473630802217,0.4277808128889331,2021,-0.1507623941519452,-0.06422637941514153
Gauteng,Ward 79700012,EKU,14479,0.3393880792872435,True,9.58045460278142,0.4278323708951368,2021,-0.11834521099367351,-0.06496609622215044
Gauteng,Ward 79700013,EKU,13864,0.384665320253895,True,9.537050831395442,0.42737959848547036,2021,-0.14946738535151916,0.01986170369280571
Gauteng,Ward 79700014,EKU,13430,0.3539091586001489,True,9.505246289517283,0.42768716010200786,2021,-0.17216362792891143,-0.08813145029875069
Gauteng,Ward 79700015,EKU,15778,0.5007605526682722,True,9.666371843655035,0.42621864616132654,2021,-0.18143997536021672,-0.03125191870817212
Gauteng,Ward 79700016,EKU,16144,0.4593037661050545,True,9.68930374259339,0.4266332140269588,2021,-0.1805368156317655,0.12879317577961125
Gauteng,Ward 79700017,EKU,15730,0.4481881754609027,True,9.663324996052323,0.42674436993340026,2021,-0.2020369175122818,0.026293469041560602
Gauteng,Ward 79700018,EKU,15750,0.5418412698412698,True,9.66459564425378,0.42580783898959657,2021,-0.14169271561145158,-0.01241534988713322
Gauteng,Ward 79700019,EKU,13988,0.5674864169287961,True,9.545955098183267,0.42555138751872135,2021,-0.12750470207653253,-0.006181172291296666
Gauteng,Ward 79700020,EKU,15609,0.5767185598052406,True,9.655602949958412,0.42545906608995687,2021,-0.12027212264250564,-0.01731301939058172
Gauteng,Ward 79700021,EKU,13730,0.2579024034959942,True,9.527338498762017,0.4286472276530493,2021,-0.13724015194223171,-0.03343892995424147
Gauteng,Ward 79700022,EKU,15189,0.5183356376324972,True,9.62832676063802,0.4260428953116843,2021,-0.17412415672553072,0.0011204851041393127
Gauteng,Ward 79700023,EKU,15182,0.5233829534975629,True,9.627865794576714,0.4259924221530337,2021,-0.19416401566230945,0.07635590216235388
Gauteng,Ward 79700024,EKU,16323,0.5116093855296208,True,9.700330435154035,0.42611015783271305,2021,-0.15197481966781423,0.10178872764090441
Gauteng,Ward 79700025,EKU,15640,0.5168158567774936,True,9.657587014099303,0.4260580931202344,2021,-0.13967167489339583,0.0428057074276571
Gauteng,Ward 79700026,EKU,14696,0.3367583015786609,True,9.595330626894961,0.42785866867222266,2021,-0.16754439828339002,-0.03461866911909606
Gauteng,Ward 79700027,EKU,15888,0.577920443101712,True,9.673319386284954,0.4254470472569922,2021,-0.14608770152715211,-0.019682853088171748
Gauteng,Ward 79700028,EKU,12235,0.5621577441765427,True,9.412055975876772,0.4256046742462438,2021,-0.1342751023640366,-0.02362141888117464
Gauteng,Ward 79700029,EKU,12562,0.3804330520617736,True,9.438431663014326,0.4274219211673915,2021,-0.1295497899285556,-0.020277647792856013
Gauteng,Ward 79700030,EKU,14247,0.3908191198146978,True,9.564301637217232,0.4273180604898623,2021,-0.15074259303164977,0.15763386690501346
Gauteng,Ward 79700031,EKU,13431,0.5060680515225969,True,9.505320746909074,0.4261655711727833,2021,-0.13396673972988815,-0.1655690854870775
Gauteng,Ward 79700032,EKU,13993,0.5463446008718645,True,9.546312483555713,0.4257628056792907,2021,-0.13020467962564075,0.011859136597006215
Gauteng,Ward 79700033,EKU,14282,0.4695420809410446,True,9.566755282109055,0.42653083087859883,2021,-0.12601895481727848,-0.021646800931634513
Gauteng,Ward 79700034,EKU,11606,0.5431673272445287,True,9.359277484750553,0.42579457841556406,2021,-0.09822274833877731,-0.0465001643115347
Gauteng,Ward 79700035,EKU,15223,0.3046048742035078,True,9.630562721059254,0.42818020294597425,2021,-0.1281961903340837,0.012840984697272129
Gauteng,Ward 79700036,EKU,13410,0.5095451155853841,True,9.503755976275723,0.42613080053215546,2021,-0.14790773897416132,-0.13394471712735723
Gauteng,Ward 79700037,EKU,15706,0.5716286769387495,True,9.66179808393482,0.4255099649186218,2021,-0.12765757400039401,-0.01665414475331828
Gauteng,Ward 79700038,EKU,16065,0.6078431372549019,True,9.68439827154996,0.4251478203154603,2021,-0.13973334518246427,0.011267782953543914
Gauteng,Ward 79700039,EKU,17073,0.5082293680079658,True,9.745253547271233,0.42614395800792965,2021,-0.15878160681450026,0.10219496449322141
Gauteng,Ward 79700040,EKU,12230,0.3841373671300082,True,9.411647228681218,0.4273848780167092,2021,-0.1539788716477521,-0.03685619782642935
Gauteng,Ward 79700041,EKU,15439,0.3520305719282336,True,9.644652054641927,0.42770594596872696,2021,-0.14557096308935508,-0.012535976974736185
Gauteng,Ward 79700042,EKU,16992,0.4189030131826742,True,9.740497924041666,0.42703722155618257,2021,-0.1697688855823073,0.03376528563606507
Gauteng,Ward 79700043,EKU,17082,0.5253483198688678,True,9.745780556506093,0.42597276848932064,2021,-0.17884109385057212,0.013648231663897503
Gauteng,Ward 79700044,EKU,14775,0.393502538071066,True,9.6006918422743,0.4272912263072986,2021,-0.17640365808744335,-0.05717567481334951
Gauteng,Ward 79700045,EKU,14704,0.3764281828073993,True,9.595874844595468,0.4274619698599353,2021,-0.17414272456372426,-0.006553611242483659
Gauteng,Ward 79700046,EKU,12859,0.3704020530367836,True,9.461799234270439,0.42752223115764143,2021,-0.18063334129424885,-0.05573505654281097
Gauteng,Ward 79700047,EKU,14000,0.3897857142857143,True,9.546812608597396,0.42732839454515215,2021,-0.18468237082066874,-0.03288201160541582
Gauteng,Ward 79700048,EKU,11151,0.4487489911218725,True,9.319284458965361,0.42673876177679054,2021,-0.12953719856198775,-0.07229617304492508
Gauteng,Ward 79700049,EKU,13589,0.4394731032452719,True,9.517015920920498,0.42683152065555663,2021,-0.14072424279079476,-0.07526369513439946
Gauteng,Ward 79700050,EKU,12461,0.4143327180804109,True,9.430359045942868,0.4270829245072052,2021,-0.13954165147483905,-0.04776096591777468
Gauteng,Ward 79700051,EKU,13739,0.3778295363563578,True,9.527993782923948,0.4274479563244457,2021,-0.13054750327068182,0.0008012820512821595
Gauteng,Ward 79700052,EKU,13781,0.3078151077570568,True,9.531046110875145,0.42814810061043873,2021,-0.16899569568040052,-0.06008730050470601
Gauteng,Ward 79700053,EKU,17677,0.4718560841771794,True,9.780019638535883,0.4265076908462375,2021,-0.10830741828887025,0.19431119518951423
Gauteng,Ward 79700054,EKU,13139,0.4167744881650049,True,9.483340185641822,0.42705850680635926,2021,-0.13764058495085557,-0.0762795275590551
Gauteng,Ward 79700055,EKU,12689,0.4535424383324139,True,9.448490755396914,0.42669082730468516,2021,-0.11972517973438024,-0.06657348830366339
Gauteng,Ward 79700056,EKU,12802,0.4307139509451648,True,9.45735668770195,0.42691911217855766,2021,-0.14275168668805832,-0.059022418228592444
Gauteng,Ward 79700057,EKU,13576,0.4913818503241013,True,9.516058806914062,0.42631243318476825,2021,-0.1014137643979034,-0.03353029116537343
Gauteng,Ward 79700058,EKU,13049,0.3862364932178711,True,9.476466781462246,0.4273638867558306,2021,-0.1836759709544118,0.01084514679680848
Gauteng,Ward 79700059,EKU,12240,0.3628267973856209,True,9.412464556066316,0.4275979837141531,2021,-0.16305853834677458,0.001063220740983084
Gauteng,Ward 79700060,EKU,11848,0.3732275489534098,True,9.379914355947635,0.42749397619847523,2021,-0.23432140872189022,-0.06443461781427673
Gauteng,Ward 79700061,EKU,16709,0.4048716260697828,True,9.723702775394143,0.42717753542731146,2021,-0.17919516140109482,0.08134869272586065
Gauteng,Ward 79700062,EKU,11825,0.4482875264270613,True,9.377971213360134,0.4267433764237387,2021,-0.14208567464619665,-0.038539718676315116
Gauteng,Ward 79700063,EKU,14647,0.3887485491909606,True,9.591990815318308,0.42733876619609973,2021,-0.15137315466299484,0.1883975659229209
Gauteng,Ward 79700064,EKU,14794,0.4089495741516831,True,9.601976972147813,0.4271367559464925,2021,-0.14628223108012217,-0.04208754208754206
Gauteng,Ward 79700065,EKU,13134,0.3675194152581087,True,9.482959566750917,0.4275510575354282,2021,-0.19833634982034243,-0.054699870447675214
Gauteng,Ward 79700066,EKU,11595,0.3983613626563174,True,9.358329249689632,0.42724263806144613,2021,-0.19867078903370738,-0.044105523495465815
Gauteng,Ward 79700067,EKU,13501,0.3852307236500999,True,9.510519035757246,0.4273739444515083,2021,-0.1902952230539674,-0.0532258064516129
Gauteng,Ward 79700068,EKU,14072,0.394968732234224,True,9.551942286417393,0.427276564365667,2021,-0.13456900222154322,0.03913749815389167
Gauteng,Ward 79700069,EKU,13081,0.3940065744209158,True,9.478916074688227,0.4272861859438002,2021,-0.14581237073783515,-0.14189189189189189
Gauteng,Ward 79700070,EKU,14690,0.3993192648059904,True,9.594922269167922,0.4272330590399494,2021,-0.1579483263599059,0.07784870496734908
Gauteng,Ward 79700071,EKU,13855,0.4531937928545651,True,9.536401457297078,0.42669431375946365,2021,-0.0629213460442935,-0.0054554590481659115
Gauteng,Ward 79700072,EKU,13453,0.4748383260239351,True,9.506957408485542,0.42647786842776997,2021,-0.09772875740079251,-0.01637786064195368
Gauteng,Ward 79700073,EKU,16237,0.4351789123606577,True,9.695047867587114,0.42687446256440276,2021,-0.1729481026645871,-0.012287852059127635
Gauteng,Ward 79700074,EKU,12216,0.433366077275704,True,9.410501846898468,0.4268925909152522,2021,-0.12003641505808604,-0.20297514190643962
Gauteng,Ward 79700075,EKU,15882,0.5015741090542752,True,9.672941671455156,0.42621051059746656,2021,-0.1208838927140714,0.0030314513073133043
Gauteng,Ward 79700076,EKU,16581,0.5208974127012846,True,9.716012740501373,0.42601727756099644,2021,-0.14472715309001727,0.1519383076281784
Gauteng,Ward 79700077,EKU,12117,0.4539902616159115,True,9.402364704231523,0.42668634907185016,2021,-0.13844225897448237,-0.011905732691837256
Gauteng,Ward 79700078,EKU,11053,0.41907174522754,True,9.310457163310955,0.42703553423573387,2021,-0.12093642804585603,-0.09660809154066208
Gauteng,Ward 79700079,EKU,12816,0.3913077403245942,True,9.458449669308141,0.4273131742847634,2021,-0.09599207345566652,-0.045363128491620164
Gauteng,Ward 79700080,EKU,10875,0.4146206896551724,True,9.294221855956884,0.42708004479145756,2021,-0.11679653803341727,-0.061367167270844125
Gauteng,Ward 79700081,EKU,15190,0.3986175115207373,True,9.628392595589819,0.4272400765728019,2021,-0.110046583163105,-0.006735107565552845
Gauteng,Ward 79700082,EKU,16312,0.4320132417851888,True,9.699656312254291,0.42690611927015737,2021,-0.18382275882447435,0.24310318549001675
Gauteng,Ward 79700083,EKU,14410,0.4317834836918806,True,9.575677688993569,0.4269084168510905,2021,-0.13060528435241447,-0.0501614923208753
Gauteng,Ward 79700084,EKU,13053,0.3303455144411246,True,9.47677327138879,0.42792279654359805,2021,-0.1953997430114499,-0.01738934056007224
Gauteng,Ward 79700085,EKU,13950,0.3798566308243727,True,9.543234787249512,0.4274276853797656,2021,-0.18342111403298778,0.18090239566579203
Gauteng,Ward 79700086,EKU,12463,0.4103345903875471,True,9.430519533826377,0.4271229057841338,2021,-0.19531232242660118,-0.03327645051194539
Gauteng,Ward 79700087,EKU,10230,0.3813294232649071,True,9.233079858945672,0.42741295745536023,2021,-0.2209136248223567,-0.21416500230450142
Gauteng,Ward 79700088,EKU,14241,0.5404114879573063,True,9.563880407219427,0.4258221368084362,2021,-0.09545976896854813,-0.11342837577040399
Gauteng,Ward 79700089,EKU,14473,0.3711739100393836,True,9.580040123637605,0.42751451258761547,2021,-0.13649843136072326,0.10489350332086422
Gauteng,Ward 79700090,EKU,14141,0.3009688140866982,True,9.556833658307777,0.42821656354714227,2021,-0.14176431388865884,-0.010011201344161336
Gauteng,Ward 79700091,EKU,13474,0.5276087279204393,True,9.508517181520606,0.4259501644088049,2021,-0.14842457567753864,0.0016354445435622367
Gauteng,Ward 79700092,EKU,15317,0.5417509956257753,True,9.636718601664555,0.42580874173175154,2021,-0.12767905618769615,-0.007966321243523367
Gauteng,Ward 79700093,EKU,14190,0.2880197322057787,True,9.560292770154089,0.4283460543659515,2021,-0.1273126307248375,-0.016427531711374455
Gauteng,Ward 79700094,EKU,14442,0.5265198725938236,True,9.577895907011127,0.42596105296207104,2021,-0.1949917973245231,0.04357251246477345
Gauteng,Ward 79700095,EKU,14434,0.3611611472911182,True,9.577341813632218,0.4276146402150981,2021,-0.18813462735676917,-0.10046117412439237
Gauteng,Ward 79700096,EKU,16270,0.3714812538414259,True,9.697078200213083,0.42751143914959505,2021,-0.16513959131094885,0.18335878973016229
Gauteng,Ward 79700097,EKU,15400,0.5206493506493507,True,9.642122788401721,0.4260197581815158,2021,-0.09910455689970155,0.024276687728633117
Gauteng,Ward 79700098,EKU,13549,0.412281349177061,True,9.51406802284643,0.42710343819623864,2021,-0.1651484295949997,0.1226282210622256
Gauteng,Ward 79700099,EKU,16266,0.3594614533382516,True,9.69683231872672,0.4276316371546268,2021,-0.18899149721996217,0.03770334928229668
Gauteng,Ward 79700100,EKU,13245,0.2511136277840695,True,9.49137540170617,0.4287151154101686,2021,-0.1511058027016926,-0.07558626465661644
Gauteng,Ward 79700101,EKU,6655,0.455747558226897,True,8.803123730829212,0.42666877610574033,2021,-0.10252111665519642,-0.4937623611745018
Gauteng,Ward 74201001,GT421,8370,0.6136200716845878,False,9.032409163483521,0.42903971354801484,2021,-0.1095358573536942,-0.02310924369747902
Gauteng,Ward 74201002,GT421,8250,0.4458181818181818,False,9.017968479328726,0.4328533928631604,2021,-0.11968475630833053,-0.049429657794676785
Gauteng,Ward 74201003,GT421,8244,0.4617903930131004,False,9.01724094201035,0.4324903880632759,2021,-0.0711458368397378,-0.03714085494043451
Gauteng,Ward 74201004,GT421,9899,0.429437316900697,False,9.200189020919808,0.4332256852476487,2021,-0.1005190521532564,0.053421304671703806
Gauteng,Ward 74201005,GT421,8394,0.6785799380509888,False,9.035272443893536,0.42756335294877845,2021,-0.058666164924920494,-0.008738781294284403
Gauteng,Ward 74201006,GT421,9075,0.4180716253443526,False,9.113278659133051,0.4334839964193838,2021,-0.06103133082282369,0.02786272511043153
Gauteng,Ward 74201007,GT421,8798,0.4419186178676972,False,9.082279701908664,0.43294201931658055,2021,-0.09913775141770004,-0.02374611628939194
Gauteng,Ward 74201008,GT421,7735,0.4221073044602456,False,8.953510763007166,0.43339227643947714,2021,-0.09804115789394319,0.025318133616118788
Gauteng,Ward 74201009,GT421,8525,0.526217008797654,False,9.050758302151717,0.4310261467954451,2021,-0.10046639681750236,-0.0270486190367496
Gauteng,Ward 74201010,GT421,9669,0.4344813320922536,False,9.176680170483548,0.43311104853874965,2021,-0.09560971831858367,0.07361758827448361
Gauteng,Ward 74201011,GT421,8596,0.4139134481154025,False,9.059052257762401,0.4335785004473145,2021,-0.11577115299777002,-0.0032467532467532756
Gauteng,Ward 74201012,GT421,6476,0.3980852378011118,False,8.775858314797526,0.433938232499912,2021,-0.10611522569830878,-0.06199304750869061
Gauteng,Ward 74201013,GT421,6613,0.4200816573415998,False,8.796792687674662,0.4334383138739918,2021,-0.11412666435624991,-0.07665456576375318
Gauteng,Ward 74201014,GT421,6317,0.4031977204369162,False,8.7509996908987,0.4338220397127346,2021,-0.12318636260806654,-0.08924452133794691
Gauteng,Ward 74201015,GT421,8478,0.3529134229771172,False,9.045229851912582,0.4349648646550028,2021,-0.11792819398776022,-0.06361829025844934
Gauteng,Ward 74201016,GT421,9415,0.5345724907063197,False,9.150059441091253,0.4308362494793391,2021,-0.0995408097862911,0.15948275862068972
Gauteng,Ward 74201017,GT421,8454,0.4399101017269931,False,9.042394981126735,0.4329876674106874,2021,-0.11623759526577437,0.07270650932622758
Gauteng,Ward 74201018,GT421,7233,0.3709387529379234,False,8.886409166849282,0.43455519806498444,2021,-0.13880403739722863,-0.060405300077942314
Gauteng,Ward 74201019,GT421,7154,0.3950237629298295,False,8.875426919818963,0.4340078114742594,2021,-0.09158577108195409,-0.04204606320299942
Gauteng,Ward 74201020,GT421,6773,0.3974605049461095,False,8.820699399214904,0.4339524309738893,2021,-0.15145253853215135,-0.0561594202898551
Gauteng,Ward 74201021,GT421,10328,0.3965917893106119,False,9.242613932526478,0.4339721745110597,2021,-0.15887178684832848,0.06870860927152322
Gauteng,Ward 74201022,GT421,7870,0.4006353240152477,False,8.970813341411448,0.43388027599504525,2021,-0.12389697390215437,-0.07400870690669492
Gauteng,Ward 74201023,GT421,8826,0.4769997733967822,False,9.085457189829492,0.4321447203272832,2021,-0.10787107531170487,-0.04210983286303449
Gauteng,Ward 74201024,GT421,6826,0.3918839730442426,False,8.828494129466652,0.43407917033529536,2021,-0.0967640421893885,-0.00014647722279181874
Gauteng,Ward 74201025,GT421,8690,0.4924050632911392,False,9.069928218259438,0.4317946001024114,2021,-0.07915782847651642,-0.09214375261178442
Gauteng,Ward 74201026,GT421,8237,0.5092873619036057,False,9.016391478941248,0.4314109114975826,2021,-0.03554102941089354,-0.03840765818351621
Gauteng,Ward 74201027,GT421,8753,0.3596481206443505,False,9.077151777732437,0.4348118033443838,2021,-0.14994581063632784,-0.023538598839803693
Gauteng,Ward 74201028,GT421,8016,0.4126746506986028,False,8.989194823324645,0.43360665493406,2021,-0.1777530758864611,0.10246183468573777
Gauteng,Ward 74201029,GT421,6561,0.3830208809632678,False,8.788898309344878,0.4342806042462266,2021,-0.13593281885488862,-0.08224926563155688
Gauteng,Ward 74201030,GT421,7862,0.4286441109132536,False,8.969796305981806,0.4332437126564542,2021,-0.14560266096622987,-0.06001912960306077
Gauteng,Ward 74201031,GT421,7475,0.4468227424749164,False,8.919319398258887,0.43283056193914365,2021,-0.08471552728324871,-0.06818748441785094
