Province,Ward,MunicipalityCode,Municipality_2016,Municipality_2021,RegisteredVoters_2016,VotesCast_2016,Turnout_2016,RegisteredVoters_2021,VotesCast_2021,Turnout_2021
North West,Ward 63902009,NW392,NW392 - Naledi,NW392 - Naledi,1982,1188,0.5993945509586277,3338,1435,0.4298981426003595
North West,Ward 63903001,NW393,NW393 - Mamusa,NW393 - Mamusa,3409,2346,0.6881783514227046,3846,2287,0.5946437857514301
North West,Ward 63903002,NW393,NW393 - Mamusa,NW393 - Mamusa,2969,1727,0.5816773324351634,3037,1511,0.4975304576885084
North West,Ward 63903003,NW393,NW393 - Mamusa,NW393 - Mamusa,3170,1953,0.6160883280757098,3459,2057,0.5946805435096849
North West,Ward 63903004,NW393,NW393 - Mamusa,NW393 - Mamusa,2893,1612,0.5572070515036295,3285,1597,0.4861491628614916
North West,Ward 63903005,NW393,NW393 - Mamusa,NW393 - Mamusa,2965,1745,0.5885328836424958,3519,1778,0.5052571753339017
North West,Ward 63903006,NW393,NW393 - Mamusa,NW393 - Mamusa,3330,1866,0.5603603603603604,3049,1406,0.4611347982945228
North West,Ward 63903007,NW393,NW393 - Mamusa,NW393 - Mamusa,3911,2219,0.5673740731270774,4171,1930,0.4627187724766243
North West,Ward 63903008,NW393,NW393 - Mamusa,NW393 - Mamusa,2994,1694,0.5657982631930528,3741,2026,0.541566426089281
North West,Ward 63904001,NW394,NW394 - Greater Taung,NW394 - Greater Taung,3813,2340,0.6136900078678206,3789,2240,0.5911850092372658
North West,Ward 63904002,NW394,NW394 - Greater Taung,NW394 - Greater Taung,3567,2170,0.6083543594056631,3301,1784,0.5404422902150864
North West,Ward 63904003,NW394,NW394 - Greater Taung,NW394 - Greater Taung,4213,2541,0.6031331592689295,3957,1627,0.4111700783421784
North West,Ward 63904004,NW394,NW394 - Greater Taung,NW394 - Greater Taung,3548,2023,0.5701803833145435,3376,1867,0.553021327014218
North West,Ward 63904005,NW394,NW394 - Greater Taung,NW394 - Greater Taung,4263,2448,0.5742434904996482,4144,1750,0.4222972972972973
North West,Ward 63904006,NW394,NW394 - Greater Taung,NW394 - Greater Taung,3594,2007,0.5584307178631052,3525,1969,0.558581560283688
North West,Ward 63904007,NW394,NW394 - Greater Taung,NW394 - Greater Taung,3873,2308,0.5959204750839143,4189,1965,0.46908570064454524
North West,Ward 63904008,NW394,NW394 - Greater Taung,NW394 - Greater Taung,4199,2447,0.5827577994760658,4167,1960,0.4703623710103192
North West,Ward 63904009,NW394,NW394 - Greater Taung,NW394 - Greater Taung,4223,2283,0.5406109400899834,3930,1908,0.4854961832061069
North West,Ward 63904010,NW394,NW394 - Greater Taung,NW394 - Greater Taung,3493,1693,0.48468365302032634,4194,1725,0.4113018597997139
North West,Ward 63904011,NW394,NW394 - Greater Taung,NW394 - Greater Taung,3195,1427,0.4466353677621283,3361,1386,0.41237726867003865
North West,Ward 63904012,NW394,NW394 - Greater Taung,NW394 - Greater Taung,3780,2200,0.582010582010582,3830,1581,0.41279373368146216
North West,Ward 63904013,NW394,NW394 - Greater Taung,NW394 - Greater Taung,4181,2366,0.5658933269552738,3674,1516,0.4126292868807839
North West,Ward 63904014,NW394,NW394 - Greater Taung,NW394 - Greater Taung,3454,1939,0.5613781123335263,3075,1426,0.463739837398374
North West,Ward 63904015,NW394,NW394 - Greater Taung,NW394 - Greater Taung,3236,1752,0.5414091470951793,3015,1459,0.48391376451077944
North West,Ward 63904016,NW394,NW394 - Greater Taung,NW394 - Greater Taung,4189,2377,0.5674385294819766,3086,1624,0.5262475696694751
North West,Ward 63904017,NW394,NW394 - Greater Taung,NW394 - Greater Taung,4125,2293,0.5558787878787879,4377,2266,0.5177061914553347
North West,Ward 63904018,NW394,NW394 - Greater Taung,NW394 - Greater Taung,3917,2272,0.5800357416390094,3763,1913,0.5083709806005846
North West,Ward 63904019,NW394,NW394 - Greater Taung,NW394 - Greater Taung,3477,1845,0.5306298533218292,3643,1578,0.4331594839418062
North West,Ward 63904020,NW394,NW394 - Greater Taung,NW394 - Greater Taung,3489,1908,0.5468615649183147,3276,1589,0.48504273504273504
North West,Ward 63904021,NW394,NW394 - Greater Taung,NW394 - Greater Taung,3152,1866,0.5920050761421319,3154,1858,0.5890932149651237
North West,Ward 63904022,NW394,NW394 - Greater Taung,NW394 - Greater Taung,3556,1889,0.531214848143982,3423,1712,0.5001460706982179
North West,Ward 63904023,NW394,NW394 - Greater Taung,NW394 - Greater Taung,3245,2014,0.6206471494607088,3098,1709,0.5516462233699161
North West,Ward 63904024,NW394,NW394 - Greater Taung,NW394 - Greater Taung,3764,2224,0.5908607863974495,3851,2051,0.5325889379381978
North West,Ward 63906001,NW396,NW396 - Lekwa-Teemane,NW396 - Lekwa-Teemane,3271,1953,0.5970651177010089,3350,1689,0.5041791044776119
North West,Ward 63906002,NW396,NW396 - Lekwa-Teemane,NW396 - Lekwa-Teemane,2804,1509,0.5381597717546363,2697,1311,0.4860956618464961
North West,Ward 63906003,NW396,NW396 - Lekwa-Teemane,NW396 - Lekwa-Teemane,3034,1596,0.5260382333553065,2955,1592,0.5387478849407783
North West,Ward 63906004,NW396,NW396 - Lekwa-Teemane,NW396 - Lekwa-Teemane,3107,1953,0.628580624396524,3631,2095,0.5769760396584963
North West,Ward 63906005,NW396,NW396 - Lekwa-Teemane,NW396 - Lekwa-Teemane,2736,1529,0.5588450292397661,3573,1510,0.42261404981808004
North West,Ward 63906006,NW396,NW396 - Lekwa-Teemane,NW396 - Lekwa-Teemane,2817,1506,0.5346112886048988,3583,1540,0.42980742394641364
North West,Ward 63906007,NW396,NW396 - Lekwa-Teemane,NW396 - Lekwa-Teemane,3104,1970,0.6346649484536082,3876,1659,0.4280185758513932
North West,Ward 63907001,NW397,NW397 - Ganyesa/Pomfret,NW397 - Ganyesa/Pomfret,3970,2319,0.5841309823677582,3556,1807,0.5081552305961755
North West,Ward 63907002,NW397,NW397 - Ganyesa/Pomfret,NW397 - Ganyesa/Pomfret,2821,1157,0.41013824884792627,3235,1364,0.4216383307573416
North West,Ward 63907003,NW397,NW397 - Ganyesa/Pomfret,NW397 - Ganyesa/Pomfret,3961,1815,0.45821762181267356,2994,1118,0.37341349365397464
North West,Ward 63907004,NW397,NW397 - Ganyesa/Pomfret,NW397 - Ganyesa/Pomfret,3659,1885,0.51516807871003,3607,1155,0.3202107014139174
North West,Ward 63907005,NW397,NW397 - Ganyesa/Pomfret,NW397 - Ganyesa/Pomfret,3297,1592,0.48286320897785867,3196,1305,0.40832290362953694
North West,Ward 63907006,NW397,NW397 - Ganyesa/Pomfret,NW397 - Ganyesa/Pomfret,3577,1984,0.5546547386077719,3411,1739,0.5098211668132513
North West,Ward 63907007,NW397,NW397 - Ganyesa/Pomfret,NW397 - Ganyesa/Pomfret,3979,2041,0.5129429504900729,4015,1629,0.40572851805728516
North West,Ward 63907008,NW397,NW397 - Ganyesa/Pomfret,NW397 - Ganyesa/Pomfret,3264,1575,0.48253676470588236,3257,1639,0.5032238256063862
North West,Ward 63907009,NW397,NW397 - Ganyesa/Pomfret,NW397 - Ganyesa/Pomfret,3320,1657,0.4990963855421687,3075,1237,0.40227642276422765
North West,Ward 63907010,NW397,NW397 - Ganyesa/Pomfret,NW397 - Ganyesa/Pomfret,4289,2260,0.5269293541618093,4269,1957,0.45842117591941905
North West,Ward 63907011,NW397,NW397 - Ganyesa/Pomfret,NW397 - Ganyesa/Pomfret,3494,1697,0.48568975386376645,3513,1519,0.4323939652718474
North West,Ward 63907012,NW397,NW397 - Ganyesa/Pomfret,NW397 - Ganyesa/Pomfret,3319,1542,0.46459777041277495,3169,864,0.27264121173871886
North West,Ward 63907013,NW397,NW397 - Ganyesa/Pomfret,NW397 - Ganyesa/Pomfret,3235,1823,0.5635239567233384,4539,2323,0.5117867371667768
North West,Ward 63907014,NW397,NW397 - Ganyesa/Pomfret,NW397 - Ganyesa/Pomfret,3802,2062,0.5423461336138874,3748,1603,0.4276947705442903
North West,Ward 63907015,NW397,NW397 - Ganyesa/Pomfret,NW397 - Ganyesa/Pomfret,3301,2039,0.6176916086034535,3227,1348,0.41772544158661296
North West,Ward 64003001,NW403,NW403 - Matlosana,NW403 - Matlosana,5504,3030,0.5505087209302325,5389,2020,0.3748376322137688
North West,Ward 64003002,NW403,NW403 - Matlosana,NW403 - Matlosana,5039,3079,0.6110339353046239,4671,1839,0.3937058445728966
North West,Ward 64003003,NW403,NW403 - Matlosana,NW403 - Matlosana,5339,3084,0.5776362614721858,5393,2658,0.4928611162618209
North West,Ward 64003004,NW403,NW403 - Matlosana,NW403 - Matlosana,5750,3333,0.5796521739130435,6368,2780,0.43655778894472363
North West,Ward 64003005,NW403,NW403 - Matlosana,NW403 - Matlosana,4313,2557,0.5928587989798284,4487,2047,0.45620681970135946
North West,Ward 64003006,NW403,NW403 - Matlosana,NW403 - Matlosana,4338,2479,0.5714615029967727,4234,1906,0.45016532829475675
North West,Ward 64003007,NW403,NW403 - Matlosana,NW403 - Matlosana,4262,2692,0.6316283435007038,4239,1796,0.42368483132814344
North West,Ward 64003008,NW403,NW403 - Matlosana,NW403 - Matlosana,6159,3305,0.5366130865400227,5613,2301,0.40994120791020844
North West,Ward 64003009,NW403,NW403 - Matlosana,NW403 - Matlosana,5195,2902,0.558614051973051,4332,1756,0.4053554939981533
North West,Ward 64003010,NW403,NW403 - Matlosana,NW403 - Matlosana,4616,2752,0.5961871750433275,4093,1608,0.39286586855607136
North West,Ward 64003011,NW403,NW403 - Matlosana,NW403 - Matlosana,4855,2565,0.5283213182286303,4510,1720,0.38137472283813745
North West,Ward 64003012,NW403,NW403 - Matlosana,NW403 - Matlosana,4475,2742,0.6127374301675977,4594,2025,0.4407923378319547
North West,Ward 64003013,NW403,NW403 - Matlosana,NW403 - Matlosana,4756,2241,0.4711942809083263,4463,1792,0.4015236388079767
North West,Ward 64003014,NW403,NW403 - Matlosana,NW403 - Matlosana,4922,2735,0.5556684274685088,4675,1967,0.4207486631016043
North West,Ward 64003015,NW403,NW403 - Matlosana,NW403 - Matlosana,5555,3409,0.6136813681368137,6086,3107,0.510515938218863
North West,Ward 64003016,NW403,NW403 - Matlosana,NW403 - Matlosana,4589,3271,0.7127914578339507,4801,2920,0.6082066236200792
North West,Ward 64003017,NW403,NW403 - Matlosana,NW403 - Matlosana,6490,4613,0.7107858243451464,6182,3794,0.6137172436104821
North West,Ward 64003018,NW403,NW403 - Matlosana,NW403 - Matlosana,4396,2485,0.5652866242038217,4158,1899,0.45670995670995673
North West,Ward 64003019,NW403,NW403 - Matlosana,NW403 - Matlosana,5477,3016,0.550666423224393,5337,2559,0.47948285553681846
North West,Ward 64003020,NW403,NW403 - Matlosana,NW403 - Matlosana,3933,2032,0.516653953724892,3608,1393,0.38608647450110867
North West,Ward 64003021,NW403,NW403 - Matlosana,NW403 - Matlosana,4030,1403,0.34813895781637716,3549,918,0.2586644125105664
North West,Ward 64003022,NW403,NW403 - Matlosana,NW403 - Matlosana,4870,2228,0.4574948665297741,4903,1846,0.3765041811136039
North West,Ward 64003023,NW403,NW403 - Matlosana,NW403 - Matlosana,5400,2883,0.5338888888888889,5408,1836,0.33949704142011833
North West,Ward 64003024,NW403,NW403 - Matlosana,NW403 - Matlosana,4916,2623,0.5335638730675346,4464,1625,0.3640232974910394
North West,Ward 64003025,NW403,NW403 - Matlosana,NW403 - Matlosana,4971,2486,0.5001005833836251,4621,1751,0.37892231118805453
North West,Ward 64003026,NW403,NW403 - Matlosana,NW403 - Matlosana,4890,2535,0.5184049079754601,4348,1696,0.39006439742410304
North West,Ward 64003027,NW403,NW403 - Matlosana,NW403 - Matlosana,5099,2746,0.5385369680329476,4686,1667,0.35574050362782755
North West,Ward 64003028,NW403,NW403 - Matlosana,NW403 - Matlosana,4945,2656,0.537108190091001,4658,1974,0.42378703306139975
North West,Ward 64003029,NW403,NW403 - Matlosana,NW403 - Matlosana,4456,2373,0.53254039497307,4002,1686,0.42128935532233885
North West,Ward 64003030,NW403,NW403 - Matlosana,NW403 - Matlosana,5249,2795,0.5324823775957325,4770,2379,0.4987421383647799
North West,Ward 64003031,NW403,NW403 - Matlosana,NW403 - Matlosana,5449,2842,0.521563589649477,5372,2169,0.4037602382725242
North West,Ward 64003032,NW403,NW403 - Matlosana,NW403 - Matlosana,4159,2178,0.5236835777831209,3748,1413,0.37700106723585913
North West,Ward 64003033,NW403,NW403 - Matlosana,NW403 - Matlosana,4065,1732,0.42607626076260763,3613,1072,0.2967063382230833
North West,Ward 64003034,NW403,NW403 - Matlosana,NW403 - Matlosana,4263,2082,0.4883884588318086,3874,1508,0.38926174496644295
North West,Ward 64003035,NW403,NW403 - Matlosana,NW403 - Matlosana,3996,3428,0.8578578578578578,3932,1644,0.41810783316378436
North West,Ward 64003037,NW403,NW403 - Matlosana,NW403 - Matlosana,5982,3114,0.5205616850551655,5306,1973,0.37184319638145497
North West,Ward 64003038,NW403,NW403 - Matlosana,NW403 - Matlosana,4577,2263,0.4944286650644527,4083,1006,0.24638746020083271
North West,Ward 64003039,NW403,NW403 - Matlosana,NW403 - Matlosana,4787,3275,0.6841445581783998,5130,3006,0.5859649122807018
North West,Ward 64004001,NW404,NW404 - Maquassi Hills,NW404 - Maquassi Hills,3097,1789,0.5776557959315467,3001,1447,0.4821726091302899
North West,Ward 64004002,NW404,NW404 - Maquassi Hills,NW404 - Maquassi Hills,3139,1947,0.6202612296909844,2884,1181,0.409500693481276
North West,Ward 64004003,NW404,NW404 - Maquassi Hills,NW404 - Maquassi Hills,3043,1719,0.5649030561945448,2932,1415,0.4826057298772169
North West,Ward 64004004,NW404,NW404 - Maquassi Hills,NW404 - Maquassi Hills,3331,1837,0.5514860402281597,2998,1412,0.47098065376917947
North West,Ward 64004005,NW404,NW404 - Maquassi Hills,NW404 - Maquassi Hills,3713,1943,0.5232965257204417,4036,1983,0.49132804757185333
North West,Ward 64004006,NW404,NW404 - Maquassi Hills,NW404 - Maquassi Hills,3390,2006,0.591740412979351,3350,1623,0.4844776119402985
North West,Ward 64004007,NW404,NW404 - Maquassi Hills,NW404 - Maquassi Hills,2683,1530,0.5702571748043235,2495,1149,0.46052104208416833
North West,Ward 64004008,NW404,NW404 - Maquassi Hills,NW404 - Maquassi Hills,3996,2335,0.5843343343343343,3932,1885,0.4793997965412004
North West,Ward 64004009,NW404,NW404 - Maquassi Hills,NW404 - Maquassi Hills,3140,1841,0.5863057324840765,3172,1663,0.5242749054224464
North West,Ward 64004010,NW404,NW404 - Maquassi Hills,NW404 - Maquassi Hills,3914,2192,0.5600408788962699,4017,1762,0.43863579785909884
North West,Ward 64004011,NW404,NW404 - Maquassi Hills,NW404 - Maquassi Hills,4029,2255,0.5596922313229089,3785,1854,0.48982826948480845
North West,Ward 64005001,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,3904,2126,0.5445696721311475,3813,1715,0.44977707841594544
North West,Ward 64005002,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,3806,2459,0.6460851287440883,3876,2058,0.5309597523219814
North West,Ward 64005003,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,5132,3391,0.6607560405300078,4498,2889,0.6422854602045354
North West,Ward 64005004,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,3015,2154,0.7144278606965174,3291,1882,0.5718626557277423
North West,Ward 64005005,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,2662,1821,0.6840721262208865,3494,2179,0.6236405266170578
North West,Ward 64005006,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,3307,1641,0.4962201390988812,3003,1137,0.3786213786213786
North West,Ward 64005007,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,4604,2753,0.5979582971329279,3951,1491,0.3773728170083523
North West,Ward 64005008,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,2916,1715,0.5881344307270233,2715,1089,0.4011049723756906
North West,Ward 64005009,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,3899,2090,0.5360348807386509,3722,1386,0.3723804406233208
North West,Ward 64005010,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,2972,1485,0.4996635262449529,2684,1063,0.3960506706408346
North West,Ward 64005011,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,1783,1200,0.6730229949523275,1694,927,0.5472255017709563
North West,Ward 64005012,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,3212,1931,0.6011830635118306,3061,1546,0.5050637046716759
North West,Ward 64005013,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,3832,2319,0.6051670146137788,3808,1735,0.45561974789915966
North West,Ward 64005014,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,3289,1973,0.5998783824870781,3120,952,0.30512820512820515
North West,Ward 64005015,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,2955,1846,0.6247038917089679,3203,1767,0.5516703090852326
North West,Ward 64005016,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,3931,2166,0.5510048333757314,3470,1461,0.42103746397694525
North West,Ward 64005017,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,3690,1691,0.45826558265582656,3758,1466,0.39010111761575306
North West,Ward 64005018,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,3437,1917,0.5577538551061972,3290,1408,0.4279635258358663
North West,Ward 64005019,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,3345,2030,0.6068759342301944,3311,1620,0.48927816369676835
North West,Ward 64005020,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,4114,2320,0.5639280505590666,4030,1689,0.41910669975186104
North West,Ward 64005021,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,3716,1905,0.5126480086114101,3598,1622,0.4508060033351862
North West,Ward 64005022,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,2312,817,0.35337370242214533,3807,1117,0.2934068820593643
North West,Ward 64005023,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,4190,3122,0.7451073985680191,3315,2370,0.7149321266968326
North West,Ward 64005024,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,2537,1677,0.6610169491525424,2492,1277,0.5124398073836276
North West,Ward 64005025,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,2979,1579,0.5300436388049681,2706,1148,0.42424242424242425
North West,Ward 64005026,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,3837,2218,0.5780557727391191,3759,1692,0.4501197126895451
North West,Ward 64005027,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,3144,1796,0.5712468193384224,3019,1289,0.42696257038754554
North West,Ward 64005028,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,3097,1530,0.4940264772360349,3115,1219,0.3913322632423756
North West,Ward 64005029,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,3809,1879,0.49330532948280387,3245,1252,0.38582434514637903
North West,Ward 64005030,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,3300,1662,0.5036363636363637,2955,1229,0.41590524534686973
North West,Ward 64005031,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,3125,1743,0.55776,3038,1375,0.45260039499670834
North West,Ward 64005032,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,3589,1972,0.5494566731680134,3255,1621,0.4980030721966206
North West,Ward 64005033,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,3783,2153,0.5691250330425588,3835,1887,0.4920469361147327
North West,Ward 64005034,NW405,NW405 - Ventersdorp/Tlokwe,NW405 - JB Marks,3098,1592,0.513879922530665,3287,1611,0.49011256464861574
Northern Cape,Ward 30601001,NC061,NC061 - RICHTERSVELD,NC061 - RICHTERSVELD,1553,897,0.5775917578879588,1250,825,0.66
Northern Cape,Ward 30601002,NC061,NC061 - RICHTERSVELD,NC061 - RICHTERSVELD,1829,910,0.4975396391470749,1054,576,0.5464895635673624
Northern Cape,Ward 30601003,NC061,NC061 - RICHTERSVELD,NC061 - RICHTERSVELD,1783,1094,0.6135726303982053,1559,880,0.5644644002565747
Northern Cape,Ward 30601004,NC061,NC061 - RICHTERSVELD,NC061 - RICHTERSVELD,2209,1524,0.6899049343594387,658,551,0.837386018237082
Northern Cape,Ward 30602001,NC062,NC062 - NAMA KHOI,NC062 - NAMA KHOI,3524,2017,0.572360953461975,3458,1851,0.5352805089647195
Northern Cape,Ward 30602002,NC062,NC062 - NAMA KHOI,NC062 - NAMA KHOI,3128,1792,0.5728900255754475,3372,1889,0.5602016607354685
Northern Cape,Ward 30602003,NC062,NC062 - NAMA KHOI,NC062 - NAMA KHOI,3263,1944,0.5957707631014404,3363,1746,0.5191793041926851
Northern Cape,Ward 30602004,NC062,NC062 - NAMA KHOI,NC062 - NAMA KHOI,2902,1818,0.6264645072363887,2790,1657,0.5939068100358423
Northern Cape,Ward 30602005,NC062,NC062 - NAMA KHOI,NC062 - NAMA KHOI,2880,1645,0.5711805555555556,2824,1466,0.5191218130311614
Northern Cape,Ward 30602006,NC062,NC062 - NAMA KHOI,NC062 - NAMA KHOI,3659,2096,0.5728341076796939,3557,1820,0.5116671352263144
Northern Cape,Ward 30602007,NC062,NC062 - NAMA KHOI,NC062 - NAMA KHOI,2907,1861,0.6401788785689715,2994,1830,0.6112224448897795
Northern Cape,Ward 30602008,NC062,NC062 - NAMA KHOI,NC062 - NAMA KHOI,3264,1680,0.5147058823529411,3213,1598,0.4973544973544973
Northern Cape,Ward 30602009,NC062,NC062 - NAMA KHOI,NC062 - NAMA KHOI,3444,1950,0.5662020905923345,3501,1957,0.5589831476720937
Northern Cape,Ward 30604001,NC064,NC064 - KAMIESBERG,NC064 - KAMIESBERG,1896,1259,0.6640295358649789,1193,830,0.6957250628667225
Northern Cape,Ward 30604002,NC064,NC064 - KAMIESBERG,NC064 - KAMIESBERG,2069,1416,0.6843885935234413,1421,1026,0.7220267417311752
Northern Cape,Ward 30604003,NC064,NC064 - KAMIESBERG,NC064 - KAMIESBERG,1642,1028,0.6260657734470159,1092,776,0.7106227106227107
Northern Cape,Ward 30604004,NC064,NC064 - KAMIESBERG,NC064 - KAMIESBERG,1728,1265,0.7320601851851852,1305,961,0.7363984674329502
Northern Cape,Ward 30605001,NC065,NC065 - HANTAM,NC065 - HANTAM,3044,1972,0.6478318002628121,2425,1266,0.5220618556701031
Northern Cape,Ward 30605002,NC065,NC065 - HANTAM,NC065 - HANTAM,3029,1877,0.6196764608781776,2836,1525,0.5377291960507757
Northern Cape,Ward 30605003,NC065,NC065 - HANTAM,NC065 - HANTAM,2435,1681,0.6903490759753593,2354,1513,0.6427357689039932
Northern Cape,Ward 30605004,NC065,NC065 - HANTAM,NC065 - HANTAM,2483,1696,0.6830447039871124,1651,1239,0.7504542701393095
Northern Cape,Ward 30605005,NC065,NC065 - HANTAM,NC065 - HANTAM,2348,1588,0.676320272572402,2222,1460,0.6570657065706571
Northern Cape,Ward 30606001,NC066,NC066 - KAROO HOOGLAND,NC066 - KAROO HOOGLAND,2059,1294,0.6284604176784847,1779,1048,0.5890949971894323
Northern Cape,Ward 30606002,NC066,NC066 - KAROO HOOGLAND,NC066 - KAROO HOOGLAND,2009,1339,0.6665007466401195,1925,1195,0.6207792207792208
Northern Cape,Ward 30606003,NC066,NC066 - KAROO HOOGLAND,NC066 - KAROO HOOGLAND,1222,654,0.5351882160392799,729,387,0.5308641975308642
Northern Cape,Ward 30606004,NC066,NC066 - KAROO HOOGLAND,NC066 - KAROO HOOGLAND,1945,1221,0.6277634961439589,1520,920,0.6052631578947368
Northern Cape,Ward 30607001,NC067,NC067 - KHâI-MA,NC067 - KHâI-MA,1621,1002,0.6181369524984578,1231,863,0.7010560519902518
Northern Cape,Ward 30607002,NC067,NC067 - KHâI-MA,NC067 - KHâI-MA,1621,917,0.5657001850709439,1526,924,0.6055045871559633
Northern Cape,Ward 30607003,NC067,NC067 - KHâI-MA,NC067 - KHâI-MA,1919,1211,0.6310578426263679,1461,844,0.5776865160848734
Northern Cape,Ward 30607004,NC067,NC067 - KHâI-MA,NC067 - KHâI-MA,1968,983,0.4994918699186992,1235,488,0.3951417004048583
Northern Cape,Ward 30701001,NC071,NC071 - UBUNTU,NC071 - UBUNTU,2780,1918,0.6899280575539568,1240,775,0.625
Northern Cape,Ward 30701002,NC071,NC071 - UBUNTU,NC071 - UBUNTU,2424,1712,0.7062706270627063,1898,1101,0.5800842992623815
Northern Cape,Ward 30701003,NC071,NC071 - UBUNTU,NC071 - UBUNTU,2174,1333,0.6131554737810487,1209,943,0.7799834574028123
Northern Cape,Ward 30701004,NC071,NC071 - UBUNTU,NC071 - UBUNTU,2329,1545,0.6633748389866896,2411,1304,0.5408544172542513
Northern Cape,Ward 30702001,NC072,NC072 - UMSOBOMVU,NC072 - UMSOBOMVU,2860,1895,0.6625874125874126,1717,1164,0.6779266161910309
Northern Cape,Ward 30702002,NC072,NC072 - UMSOBOMVU,NC072 - UMSOBOMVU,1801,1204,0.668517490283176,2629,1482,0.5637124381894256
Northern Cape,Ward 30702003,NC072,NC072 - UMSOBOMVU,NC072 - UMSOBOMVU,1971,1245,0.6316590563165906,1942,1287,0.6627188465499485
Northern Cape,Ward 30702004,NC072,NC072 - UMSOBOMVU,NC072 - UMSOBOMVU,3148,2272,0.7217280813214739,1649,1150,0.6973923590054578
Northern Cape,Ward 30702005,NC072,NC072 - UMSOBOMVU,NC072 - UMSOBOMVU,2271,1540,0.6781153676794364,2106,1374,0.6524216524216524
Northern Cape,Ward 30702006,NC072,NC072 - UMSOBOMVU,NC072 - UMSOBOMVU,2659,1780,0.669424595712674,1973,1294,0.6558540293968576
Northern Cape,Ward 30703001,NC073,NC073 - EMTHANJENI,NC073 - EMTHANJENI,2667,1779,0.6670416197975253,2699,1317,0.48795850314931455
Northern Cape,Ward 30703002,NC073,NC073 - EMTHANJENI,NC073 - EMTHANJENI,3864,2302,0.5957556935817805,3206,1484,0.462882096069869
Northern Cape,Ward 30703003,NC073,NC073 - EMTHANJENI,NC073 - EMTHANJENI,3075,1843,0.599349593495935,2824,1486,0.5262039660056658
Northern Cape,Ward 30703004,NC073,NC073 - EMTHANJENI,NC073 - EMTHANJENI,1899,1331,0.7008952080042128,2495,1308,0.524248496993988
Northern Cape,Ward 30703005,NC073,NC073 - EMTHANJENI,NC073 - EMTHANJENI,3512,1862,0.5301822323462415,3159,1425,0.45109211775878444
Northern Cape,Ward 30703006,NC073,NC073 - EMTHANJENI,NC073 - EMTHANJENI,2790,1847,0.6620071684587814,2804,1562,0.5570613409415122
Northern Cape,Ward 30703007,NC073,NC073 - EMTHANJENI,NC073 - EMTHANJENI,3273,2139,0.6535288725939505,3206,1539,0.4800374298190892
Northern Cape,Ward 30703008,NC073,NC073 - EMTHANJENI,NC073 - EMTHANJENI,1993,1477,0.7410938283993979,2151,1283,0.596466759646676
Northern Cape,Ward 30704001,NC074,NC074 - KAREEBERG,NC074 - KAREEBERG,2419,1602,0.6622571310458867,1620,985,0.6080246913580247
Northern Cape,Ward 30704002,NC074,NC074 - KAREEBERG,NC074 - KAREEBERG,1993,1259,0.6317109884596086,635,411,0.647244094488189
Northern Cape,Ward 30704003,NC074,NC074 - KAREEBERG,NC074 - KAREEBERG,1277,911,0.7133907595927956,1402,1140,0.8131241084165478
Northern Cape,Ward 30704004,NC074,NC074 - KAREEBERG,NC074 - KAREEBERG,1743,1135,0.6511761331038439,1398,708,0.5064377682403434
