Province,Ward,MunicipalityCode,RegisteredVoters_prior,Turnout_prior,IsMetro,LogRegisteredVoters_prior,MunicipalityAvgTurnout_prior,SpoiltRatio_prior,SnapshotYear
Eastern Cape,Ward 21004011,EC104,2994,0.4629258517034068,False,8.004365564979574,0.4369077212730645,0.018037518037518036,2021
Eastern Cape,Ward 21004012,EC104,2541,0.1849665486029122,False,7.840312983320164,0.4582892061269487,0.00851063829787234,2021
Eastern Cape,Ward 21004013,EC104,2913,0.4658427737727428,False,7.976938756959434,0.4366833426523463,0.026529108327192335,2021
Eastern Cape,Ward 21004014,EC104,3065,0.5924959216965743,False,8.027802848370312,0.4269407928120516,0.014317180616740088,2021
Eastern Cape,Ward 21005001,EC105,3614,0.6123408965135584,False,8.192570471152173,0.5472353391093292,0.015363759602349751,2021
Eastern Cape,Ward 21005002,EC105,2655,0.552165725047081,False,7.884199933676039,0.5539214692722711,0.007503410641200546,2021
Eastern Cape,Ward 21005003,EC105,3608,0.5648558758314856,False,8.190908881182514,0.5525114525184484,0.01717369970559372,2021
Eastern Cape,Ward 21005004,EC105,3453,0.6235157833767738,False,8.146998697389993,0.5459936850134164,0.0013934045517882026,2021
Eastern Cape,Ward 21005005,EC105,3308,0.5477629987908101,False,8.104099056143582,0.5544106610785234,0.009381898454746136,2021
Eastern Cape,Ward 21005006,EC105,4012,0.5137088733798604,False,8.297045149081827,0.5581944527908511,0.0077632217370208634,2021
